NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Enrollment,Funder Type,Study Type,Study Design,Completion Date,Locations
NCT05721469,The Effect of Art Therapy Applied to Mothers on Eating Behavior in Children,https://clinicaltrials.gov/study/NCT05721469,UNKNOWN,NO,Eating Behavior,BEHAVIORAL: Art therapy,Hasan Kalyoncu University,Istanbul University,FEMALE,ADULT,40,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: OTHER",2023-08-20,"Hasan Kalyoncu Universty, Gaziantep, Turkey"
NCT03821844,Music & MEmory: A Pragmatic TRial for Nursing Home Residents With ALzheimer's Disease_part1,https://clinicaltrials.gov/study/NCT03821844,COMPLETED,YES,Dementia,BEHAVIORAL: Music and Memory,Brown University,Westat|National Institute on Aging (NIA),ALL,"CHILD, ADULT, OLDER_ADULT",1073,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE,2021-12-31,"PruittHealth, Norcross, Georgia, 30093, United States|Vetter Senior Living, Elkhorn, Nebraska, 68022, United States|CommuniCare Terrapins Division, Blue Ash, Ohio, 45241, United States|Good Samaritan Society, Sioux Falls, South Dakota, 57108, United States"
NCT05640557,Exercises and Performance Anxiety Among Young Instrumentalists.,https://clinicaltrials.gov/study/NCT05640557,RECRUITING,NO,Musculoskeletal Pain|Performance Anxiety,OTHER: Physical Exercises,Anna Cygańska,,ALL,ADULT,40,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-12-30,"Józef Piłsudski University of Physical Education in Warsaw, Warsaw, Poland"
NCT06364189,Inspiring Seniors Toward Exercise Promotion,https://clinicaltrials.gov/study/NCT06364189,RECRUITING,NO,Cognitively Normal Older Adults,BEHAVIORAL: Music|BEHAVIORAL: Exercise,"University of North Carolina, Greensboro",National Institute on Aging (NIA),ALL,OLDER_ADULT,50,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,2025-04-30,"University of North Carolina at Greensboro, Greensboro, North Carolina, 27402-6170, United States"
NCT05339906,Study of the Effect of the Auditory Stimulation on Stuttering Symptoms in Patients With a Deficit of Spectral Power in the EEG Beta Frequency Band,https://clinicaltrials.gov/study/NCT05339906,UNKNOWN,NO,"Stuttering, Adult|Stammering",DEVICE: ZOV.ai digital therapy candidate,Oles Honchar Dnipro National University,SynthezAI Corp.,ALL,"ADULT, OLDER_ADULT",25,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2022-12,"Oles Honchar Dnipro National University, Dnipro, Dnipropetrovska, 49010, Ukraine"
NCT02955108,The Effect of Distractive Auditory Stimuli (Music) on Dyspnea and Anxiety During Exercise in Adults With Chronic Respiratory Diseases,https://clinicaltrials.gov/study/NCT02955108,COMPLETED,NO,Chronic Obstructive Pulmonary Disease,PROCEDURE: Distractive Auditory Stimuli|PROCEDURE: No Distractive Auditory Stimuli,NYU Langone Health,,ALL,"ADULT, OLDER_ADULT",8,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE",2018-11-14,"New York University School of Medicine, New York, New York, 10016, United States"
NCT02440412,Effect of Massage Therapy in Cortisol Level,https://clinicaltrials.gov/study/NCT02440412,COMPLETED,NO,Asymptomatic State,OTHER: Massage Therapy|OTHER: Rest in supine,University of Chile,,ALL,ADULT,15,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE,2015-03,"Faculty of Medicine, University of Chile, Santiago, 8380453, Chile"
NCT06804005,"Mandala Coloring, Music, and Nursing Students' Anxiety and Well-Being",https://clinicaltrials.gov/study/NCT06804005,NOT_YET_RECRUITING,NO,Nursing Students|Well-being|Anxiety,BEHAVIORAL: Music group|BEHAVIORAL: mandala group,Tokat Gaziosmanpasa University,,ALL,"CHILD, ADULT, OLDER_ADULT",90,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2025-05-15,
NCT00304564,Study of the Effect of the Music of Nolwenn Leroy in Fall Prevention Strategies in Texas Nursing Homes,https://clinicaltrials.gov/study/NCT00304564,COMPLETED,NO,Accidental Falls,BEHAVIORAL: Music Listening,Carrick Institute for Graduate Studies,,ALL,"ADULT, OLDER_ADULT",100,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SCREENING,2007-03,"Carrick Institute for Graduate Studies, Flower Mound, Texas, 75028-7596, United States"
NCT05262621,Effects of Music Intervention Combined With Progressive Muscle Relaxation in Cancer Patients,https://clinicaltrials.gov/study/NCT05262621,COMPLETED,NO,Cancer,OTHER: progressive muscle relaxation|OTHER: Listening to relaxing music once/day,The Nethersole School of Nursing,,FEMALE,"ADULT, OLDER_ADULT",84,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2022-08-10,"Vietnam National Cancer Institute, Hanoi Oncology Hospital, Hanoi, 134000, Vietnam"
NCT03023267,"The Contribution of Parent-infant Interaction While Singing During Kangaroo Care, on Preterm-infants' Autonomic Stability and Parental Anxiety Reduction",https://clinicaltrials.gov/study/NCT03023267,COMPLETED,NO,PreTerm Birth|Stress Reaction,BEHAVIORAL: Music therapy and Kangaroo care|BEHAVIORAL: Kangaroo Care alone,Meir Medical Center,,ALL,CHILD,50,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2019-12-20,"Neonatal Intensive Care Unit, Kfar-Saba, 44281, Israel"
NCT02583139,Designed Music Narratives for the Reduction of Side Effects of Chemotherapy in Children (7-12 Years) With Cancer,https://clinicaltrials.gov/study/NCT02583139,UNKNOWN,NO,Cancer|Chemotherapy-induced Nausea and Vomiting|Effects of Chemotherapy,BEHAVIORAL: Designed Music Narratives,University of Aarhus,"Danish Cancer Society|Børnecancerfonden|Ronald McDonalds Børnefond|TrygFonden, Denmark",ALL,CHILD,68,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2018-12,"Aarhus University Hospital, Aarhus, 8200, Denmark"
NCT05776264,Exercise Strategies to Motivate and Relieve Stress,https://clinicaltrials.gov/study/NCT05776264,COMPLETED,NO,Chronic Lung Disease|Cardiopulmonary Disease,BEHAVIORAL: Music Condition|BEHAVIORAL: Podcast Condition,Columbia University,,ALL,"ADULT, OLDER_ADULT",14,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2023-05-10,"NewYork-Presbyterian Hospital-Columbia Pulmonary Rehabilitation, New York, New York, 10032, United States"
NCT02288221,Safe & Easy Environment at Home for Patients Presenting a Frail Syndrome,https://clinicaltrials.gov/study/NCT02288221,COMPLETED,NO,Cognitive Deterioration,OTHER: Patient's answer with non pharmacological therapeutic|OTHER: Patient's answer without non pharmacological therapeutic,Centre Hospitalier Universitaire de Nice,,ALL,"ADULT, OLDER_ADULT",4,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2017-07-05,"Institut Claude Pompidou, Nice, 06000, France"
NCT06021821,A Randomized-Controlled Trial to Investigate the Effect of a Novel Music Therapy Application to Reduce Anxiety and Stress,https://clinicaltrials.gov/study/NCT06021821,COMPLETED,NO,Anxiety|Depression|Stress,OTHER: SoundMind App|OTHER: Spotify Playlist,SoundMind,Citruslabs,ALL,ADULT,75,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2023-07-26,"Citruslabs, Santa Monica, California, 90404, United States"
NCT05688891,"Burn Patient Care, Virtual Reality, Music, Pain, Anxiety and Pain Anxiety",https://clinicaltrials.gov/study/NCT05688891,UNKNOWN,NO,PAIN|ANXIETY|PAIN ANXIETY,OTHER: Virtual reality|OTHER: Music,Istanbul University - Cerrahpasa,Prof. Dr. SEHER DENİZ ÖZTEKİN,ALL,"ADULT, OLDER_ADULT",120,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-01-17,"Turkey, Istanbul University-Cerrahpasa, Istanbul, Turkey"
NCT04307550,Inhaled Isopropyl Alcohol Versus Placebo to Manage Nausea at Electronic Dance Music Festivals,https://clinicaltrials.gov/study/NCT04307550,RECRUITING,NO,Nausea,DRUG: Isopropyl alcohol|OTHER: Placebo,Anthony Seto,,ALL,"ADULT, OLDER_ADULT",70,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2026-01-30,"Badlands Music Festival, Calgary, Alberta, Canada|Chasing Summer Music Festival, Calgary, Alberta, Canada|Family Reunion Music Festival, Calgary, Alberta, Canada|Bomfest Music Festival, Edmonton, Alberta, Canada|Hard West Music Festival, Wimborne, Alberta, Canada|Electronic dance music festivals in Calgary, Calgary, Canada|Electronic dance music festivals in Edmonton, Edmonton, Canada|Electronic dance music festivals in Toronto, Toronto, Canada|Electronic dance music festivals in Vancouver, Vancouver, Canada"
NCT06699745,Comparison of the Effects of Music and White Noise in Children Performed Endoscopy,https://clinicaltrials.gov/study/NCT06699745,ENROLLING_BY_INVITATION,NO,"School Age Children|Endoscopy, Gastrointestinal",BEHAVIORAL: Music intervention|BEHAVIORAL: white noise intervention,Istanbul University - Cerrahpasa,,ALL,CHILD,102,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2025-06-15,"Istanbul University-Cerrahpasa, Istanbul, Avcilar, 34320, Turkey"
NCT04728256,The Effects of Antenatal Interventions With Artistic Content Given to Pregnant Women,https://clinicaltrials.gov/study/NCT04728256,COMPLETED,NO,Antenatal Care|Mental Health,BEHAVIORAL: Laughter therapy+Music listening+Keeping diary,Necmettin Erbakan University,,FEMALE,ADULT,50,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2018-08-29,"Necmettineu, Konya, 42090, Turkey"
NCT04005313,Development and Application of Portable Multisensory Stimulation Device,https://clinicaltrials.gov/study/NCT04005313,UNKNOWN,NO,Cognitive Impairment,DEVICE: vibroacoustic device,Buddhist Tzu Chi General Hospital,,ALL,"ADULT, OLDER_ADULT",60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2019-07,"Kwan-Hwa Lin, Hualien City, 97004, Taiwan"
NCT06167551,The Effect of 3 Different Auditory Applications on Newborn Heel Prick Procedure,https://clinicaltrials.gov/study/NCT06167551,NOT_YET_RECRUITING,NO,Newborn Pain,OTHER: mother lullaby group|OTHER: white noise group|OTHER: classical music group|OTHER: Contol Group,Namik Kemal University,,ALL,CHILD,24,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2024-11-01,
NCT04195217,""" Application of Art Therapy in Oncology: Evaluation of the Symptomatic of Patients Suffering From a Cancerous Disease""",https://clinicaltrials.gov/study/NCT04195217,UNKNOWN,NO,Therapy-Associated Cancer,BEHAVIORAL: Art therapy,Centre Hospitalier de Perigueux,"University Hospital, Limoges",ALL,"ADULT, OLDER_ADULT",86,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2023-12-31,"Perigueux Hospital Center, Perigueux, Dordogne, 24000, France"
NCT05686460,Effect of Hegu Point Ice Massage and Music in Dysmenorrhea,https://clinicaltrials.gov/study/NCT05686460,COMPLETED,NO,Primary Dysmenorrhea,BEHAVIORAL: ice massage|BEHAVIORAL: music medicine,Celal Bayar University,,FEMALE,ADULT,129,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2022-06-30,"Celal Bayar University, Manisa, Uncubozköy, Turkey"
NCT05993286,Treatment of Misophonia: Comparison of Exposure and Sound Therapy,https://clinicaltrials.gov/study/NCT05993286,COMPLETED,NO,Misophonia,BEHAVIORAL: Exposure Therapy|OTHER: Sound Therapy|OTHER: Psychoeducation,Hacettepe University,,ALL,"ADULT, OLDER_ADULT",76,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2021-04-01,"Hacettepe University Department of Psychiatry, Ankara, 06000, Turkey"
NCT05514574,The Effect of Listening to Music and Stress Ball Application on Patients' Anxiety Level and Hemodynamic Parameters During PCI,https://clinicaltrials.gov/study/NCT05514574,COMPLETED,NO,Percutaneous Coronary Intervention|Anxiety|Hemodynamics,OTHER: Music|OTHER: Stress ball,Keriman Yildiz,Necmettin Erbakan University,ALL,"ADULT, OLDER_ADULT",183,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,2023-10-27,"Karaman Provincial Health Directorate Karamanoğlu Mehmetbey University Karaman Training and Research Hospital, Karaman, 70200, Turkey"
NCT02259062,Listening for Leisure After Stroke,https://clinicaltrials.gov/study/NCT02259062,UNKNOWN,NO,Stroke,OTHER: Music with brief mindfulness intervention|OTHER: Music listening alone|OTHER: Audiobook listening,NHS Greater Glasgow and Clyde,University of Glasgow,ALL,"ADULT, OLDER_ADULT",100,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2016-09,"NHS Greater Glasgow and Clyde, Glasgow, United Kingdom"
NCT01752595,The Music Activity INTervention for Adherence Improvement Through Neurological Entrainment,https://clinicaltrials.gov/study/NCT01752595,COMPLETED,NO,Myocardial Infarction|Compliance Behavior|Patient Compliance,BEHAVIORAL: Preference Based Rhythmic Auditory Stimulation Music|OTHER: Preference Based Music Intervention,Toronto Rehabilitation Institute,Ontario Centres of Excellence|University of Toronto,ALL,"CHILD, ADULT, OLDER_ADULT",34,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2013-12,"Toronto Cardiac Rehabilitation Institute, Toronto, Ontario, M4G 1R7, Canada"
NCT04435405,Micro-Analysis of Processes in a Group Music Therapy for People Living With MHC in the Community,https://clinicaltrials.gov/study/NCT04435405,COMPLETED,NO,Mental Health Disorders,OTHER: Observational,University of Haifa,,ALL,"ADULT, OLDER_ADULT",8,OTHER,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-05-25,"University of Haifa, Haifa, Israel"
NCT03308240,Magic Therapy to Relieve Pediatric Patient Anxiety and Improve the Hospitalization Experience,https://clinicaltrials.gov/study/NCT03308240,UNKNOWN,NO,Anxiety,BEHAVIORAL: Magic Therapy,Stony Brook University,,ALL,CHILD,260,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-07-26,"Stony Brook University, Stony Brook, New York, 11794-8111, United States"
NCT01346930,Safety and Tolerability Study of Macitentan in Patients With Idiopathic Pulmonary Fibrosis,https://clinicaltrials.gov/study/NCT01346930,WITHDRAWN,NO,Idiopathic Pulmonary Fibrosis,DRUG: Macitentan,Actelion,,ALL,"ADULT, OLDER_ADULT",0,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-08,
NCT06508125,Cross-linked and Non-cross-linked Hyaluronic Acid in Subdeltoid Bursitis,https://clinicaltrials.gov/study/NCT06508125,NOT_YET_RECRUITING,NO,Subdeltoid Bursitis|Hyaluronic Acid,DRUG: cross-linked hyaluronic acid|DRUG: non-cross-linked hyaluronic acid,Taipei Medical University,,ALL,"ADULT, OLDER_ADULT",52,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2024-12-31,"Shin Kong Wu Ho-Su Memorial Hospital, Taipei, 111-01, Taiwan"
NCT04962659,Telehealth Mindfulness-Based Music and Songwriting for Parents of Children With Intellectual/Developmental Disabilities,https://clinicaltrials.gov/study/NCT04962659,COMPLETED,NO,Parents|Stress|Developmental Disability|Intellectual Disability|Autism Spectrum Disorder,BEHAVIORAL: Mindfulness-Based Music and Songwriting,Vanderbilt University Medical Center,"National Endowment for the Arts, United States",ALL,"ADULT, OLDER_ADULT",33,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-08-16,"Vanderbilt University Medical Center, Nashville, Tennessee, 37232, United States"
NCT03171363,Gaze Contingent Feedback for Anxiety Disorders in Children,https://clinicaltrials.gov/study/NCT03171363,COMPLETED,NO,Anxiety Disorders,BEHAVIORAL: Gaze-contingent feedback,Tel Aviv University,,ALL,CHILD,12,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2018-04-01,"Tel Aviv University, Tel Aviv, 69978, Israel"
NCT01976832,Music-with-Movement Intervention for People With Early Dementia and Their Families,https://clinicaltrials.gov/study/NCT01976832,COMPLETED,NO,Dementia|Anxiety|Sleep|Depression|Quality of Life,BEHAVIORAL: Music with movement|BEHAVIORAL: Social interaction,The Hong Kong Polytechnic University,,ALL,OLDER_ADULT,95,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2016-08,"The Hong Kong Polytechnic University, Hong Kong, Hong Kong"
NCT00086762,Mindfulness Relaxation Compared With Relaxing Music and Standard Symptom Management Education in Treating Patients Who Are Undergoing Chemotherapy For Newly Diagnosed Solid Tumors,https://clinicaltrials.gov/study/NCT00086762,COMPLETED,NO,"Chemotherapy-induced Nausea and Vomiting|Unspecified Adult Solid Tumor, Protocol Specific|Breast Cancer|Gastrointestinal Cancer|Disease (or Disorder); Gynecological|Prostate Cancer",BEHAVIORAL: MR Therapy|BEHAVIORAL: Relaxing Music (RM) Therapy|BEHAVIORAL: Standard Symptom Management|BEHAVIORAL: Questionnaires,M.D. Anderson Cancer Center,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",474,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2022-08-11,"CCOP - Wichita, Wichita, Kansas, 67214-3882, United States|CCOP - Michigan Cancer Research Consortium, Ann Arbor, Michigan, 48106, United States|CCOP - Grand Rapids, Grand Rapids, Michigan, 49503, United States|CCOP - Kalamazoo, Kalamazoo, Michigan, 49007-3731, United States|CCOP - Main Line Health, Wynnewood, Pennsylvania, 19096, United States|CCOP - Greenville, Greenville, South Carolina, 29615, United States|University of Texas M.D. Anderson CCOP Research Base, Houston, Texas, 77030-4009, United States|CCOP - Scott and White Hospital, Temple, Texas, 76508, United States|CCOP - Marshfield Clinic Research Foundation, Marshfield, Wisconsin, 54449, United States"
